 Function Name                          Address         Relative Address Ordinal          Filename            Full Path                                Type
   D3DKMTWaitForSynchronizationObject   0x7dadecdd      0x0002ecdd       1168 (0x490)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTWaitForSynchronizationObje...  0x7daded56      0x0002ed56       1167 (0x48f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTWaitForVerticalBlankEvent      0x7db0660d      0x0005660d       1169 (0x491)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DDCCIGetCapabilitiesString           0x7db05f0d      0x00055f0d       1170 (0x492)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DDCCIGetCapabilitiesStringLength     0x7db05f2d      0x00055f2d       1171 (0x493)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DDCCIGetTimingReport                 0x7db05f4d      0x00055f4d       1172 (0x494)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DDCCIGetVCPFeature                   0x7db05f6d      0x00055f6d       1173 (0x495)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DDCCISaveCurrentSettings             0x7db05f8d      0x00055f8d       1174 (0x496)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DDCCISetVCPFeature                   0x7db05fad      0x00055fad       1175 (0x497)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdCreateFullscreenSprite             0x7db060ad      0x000560ad       1177 (0x499)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdDestroyFullscreenSprite            0x7db0666d      0x0005666d       1178 (0x49a)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry0                             0x7db06d4b      0x00056d4b       1179 (0x49b)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry1                             0x7db05e8d      0x00055e8d       1190 (0x4a6)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry10                            0x7db0602d      0x0005602d       1180 (0x49c)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry11                            0x7db0578d      0x0005578d       1181 (0x49d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry12                            0x7db0580d      0x0005580d       1182 (0x49e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry13                            0x7db0604d      0x0005604d       1183 (0x49f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry14                            0x7db0606d      0x0005606d       1184 (0x4a0)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry15                            0x7dad1a12      0x00021a12       1185 (0x4a1)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry16                            0x7db0582d      0x0005582d       1186 (0x4a2)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry17                            0x7db0608d      0x0005608d       1187 (0x4a3)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry18                            0x7db060cd      0x000560cd       1188 (0x4a4)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

